"RIVOLI","LIBELLE","COMMUNE","MOT_DIRECTEUR","STATUT","TENANT","ABOUTISSANT","PRESTATION_COLLECTE","TYPE_COLLECTE","OBS_PRESTATION_COLLECTE","BLEU_JOUR_COLLECTE","JAUNE_JOUR_COLLECTE","OBS_JOUR_COLLECTE","QUARTIER","OBS_QUARTIER"
"3266","Avenue Francis Athimon","NANTES","Athimon","PRIVEE","NANTES Avenue Jean Cocteau","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"0075","Place Albert Athimon","NANTES","Athimon","Inconnu","NANTES Rue du Vieil Hôpital","","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"0431","Allée de l'Aube","NANTES","Aube","PUBLIQUE","NANTES Jardin des 4 Jeudis","NANTES Allée de l'Embellie","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"0427","Impasse des Aubépines","NANTES","Aubépines","PRIVEE","NANTES Rue des Grenouilles","Impasse","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"5157","Rue Lucien Aubert","NANTES","Aubert","PUBLIQUE","NANTES Rue Romain Rolland","NANTES Rue Jean Olivesi","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"0051","Avenue Agrippa d'Aubigné","NANTES","Aubigné","PRIVEE","NANTES Avenue José Maria de Hérédia","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"0429","Avenue de l'Aubinière","NANTES","Aubinière","PRIVEE","","","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Doulon - Bottière",""
"0430","Rue d'Audierne","NANTES","Audierne","PUBLIQUE","NANTES Boulevard René Cassin","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"6585","Rue Pierre Audige","NANTES","Audige","PUBLIQUE","NANTES Rue de la Havane","NANTES Rue d'Allonville","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"0210","Rue Ambroise Pierre Audouard","NANTES","Audouard","PUBLIQUE","NANTES Rue Docteur Fernand Lamaze","NANTES Rue Marc Sangnier","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"1676","Rue Charles Audrain","NANTES","Audrain","PRIVEE","NANTES Rue Réaumur","NANTES Boulevard de Chantenay","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"0436","Impasse Audran","NANTES","Audran","PRIVEE","NANTES Rue Sully","Impasse","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Malakoff - Saint-Donatien",""
"2011","Rue Colette Audry","NANTES","Audry","PUBLIQUE","NANTES Rue d'Iroise","NANTES Chemin de Bonneville","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"4468","Rue Jean Jacques Audubon","NANTES","Audubon","PUBLIQUE","NANTES Rue de la Basse Chénaie","NANTES Boulevard de la Louëtrie","bacs bleus et bacs jaunes","unique","","mixte : voir précisions","mercredi","jusqu'aux numeros 23 et 14 : jeudi ; à partir des numeros 25 et 26 : mardi","Doulon - Bottière",""
"0464","Rue de l'Aulne","NANTES","Aulne","Inconnu","NANTES Rue de l'Odet","NANTES Rue de l'Odet","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"0468","Avenue de l'Aumônerie","NANTES","Aumônerie","PRIVEE","NANTES Rue du Coudray","NANTES Rue Coquebert de Neuville","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"4296","Avenue Jacques Auneau","NANTES","Auneau","PRIVEE","NANTES Rue de la Marrière","","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Doulon - Bottière",""
"0472","Rue d'Aunis","NANTES","Aunis","PUBLIQUE","NANTES Rue du Limousin","NANTES Rue du Poitou","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"0479","Avenue d'Auray","NANTES","Auray","PUBLIQUE","NANTES Rue du Moulin des Rochettes","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"8535","Place Vincent Auriol","NANTES","Auriol","PUBLIQUE","NANTES Boulevard Paul Chabas","NANTES Boulevard Jean Ingres","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"0478","Avenue de l'Aurore","NANTES","Aurore","PRIVEE","NANTES Avenue du Bout des Landes","NANTES Avenue de la Clarté","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"0155","Ruelle Alice Constance Austin","NANTES","Austin","PRIVEE","NANTES Venelle Gertrude Jekyll","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"0477","Rue d'Autan","NANTES","Autan","MIXTE","NANTES Rue de la Tramontane","NANTES Rue du Foehn","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"A055","Cour des Automates","NANTES","Automates","PRIVEE","NANTES Rue Vaucanson","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"0475","Rue d'Autriche","NANTES","Autriche","PUBLIQUE","NANTES Boulevard de l'Europe","NANTES Rue de Norvège","TRI'SAC","unique","","mardi et vendredi","","","Malakoff - Saint-Donatien",""
"7017","Boulevard Professeur René Auvigné","NANTES","Auvigné","PUBLIQUE","NANTES Route de Paris","NANTES Avenue de la Gare de Saint Joseph","TRI'SAC","unique","","mardi et vendredi","","","Nantes Erdre",""
"0480","Rue d'Auvours","NANTES","Auvours","PUBLIQUE","NANTES Place Viarme","NANTES Rue du Bourget","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"0482","Avenue d'Avalon","NANTES","Avalon","PRIVEE","NANTES Avenue de Gourin","NANTES Rue de Coulonge","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"0484","Rue des Aveneaux","NANTES","Aveneaux","PUBLIQUE","NANTES Rue de Pilleux","NANTES Rue Amiral Du Chaffault","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Dervallières - Zola",""
"0488","Rue de l'Avenir","NANTES","Avenir","PUBLIQUE","NANTES Rue des Artisans","NANTES Rue du Croissant","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Doulon - Bottière",""
"0483","Avenue de l'Aven","NANTES","Aven","Inconnu","NANTES Rue du Haut Launay","NANTES Route de Carquefou","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"0489","Rue de l'Aveyron","NANTES","Aveyron","PUBLIQUE","NANTES Rue de l'Ariège","NANTES Rue du Jamet","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"0492","Impasse des Aviateurs","NANTES","Aviateurs","PRIVEE","NANTES Rue Costes et Le Brix","Impasse","zone_transition","unique","","lundi et jeudi","merc_sem_impaires","","Hauts Pavés - Saint Félix",""
"0493","Rue des Avocatiers","NANTES","Avocatiers","Inconnu","NANTES Rue de la Fontaine Caron","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"8589","Rue Xavier Avril","NANTES","Avril","Inconnu","NANTES Rue Alcide d'Orbigny","NANTES Rue Jean-Baptiste Coraboeuf","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"0494","Impasse de l'Azurite","NANTES","Azurite","PRIVEE","NANTES Avenue des Opalines","Impasse","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"0500","Rue Babonneau","NANTES","Babonneau","PUBLIQUE","NANTES Rue Daubenton","NANTES Boulevard Saint Aignan","zone_transition","pluriel","le numéro 30 seulement","mardi et vendredi","merc_sem_paires","","Dervallières - Zola",""
"0500","Rue Babonneau","NANTES","Babonneau","PUBLIQUE","NANTES Rue Daubenton","NANTES Boulevard Saint Aignan","TRI'SAC","pluriel","sauf le numero 30","lundi et jeudi","","","Dervallières - Zola",""
"0504","Rue de Baccarat","NANTES","Baccarat","PUBLIQUE","NANTES Rue de la Bertinière","NANTES Route de Saint Joseph","TRI'SAC","unique","","mardi et vendredi","","","Nantes Erdre",""
"0508","Rue de la Baclerie","NANTES","Baclerie","PUBLIQUE","NANTES Place du Bouffay","NANTES Rue de la Juiverie","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"0512","Allée Baco","NANTES","Baco","PUBLIQUE","NANTES Quai de Malakoff","NANTES Allée de la Maison Rouge","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"7432","Rue du Roi Baco","NANTES","Baco","PUBLIQUE","NANTES Rue des Salorges","NANTES Avenue Sainte Anne","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"0516","Rue Bacqua","NANTES","Bacqua","PUBLIQUE","NANTES Rue Bias","NANTES Quai de Tourville","extension tri'sac 2013","unique","","lundi et jeudi","","","Centre Ville",""
"5158","Rue Lucien Bagrin","NANTES","Bagrin","PUBLIQUE","NANTES Boulevard Président René Coty","NANTES Rue de la Montagne","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"2548","Rue Donatien Bahaud","NANTES","Bahaud","PUBLIQUE","NANTES Rue de la Marrière","NANTES Rue Hectot","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Doulon - Bottière",""
"0520","Rue Balen","NANTES","Balen","PUBLIQUE","NANTES Allée Duguay Trouin","NANTES Rue Basse Saulzaie","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"0523","Chemin des Baliveaux","NANTES","Baliveaux","PUBLIQUE","NANTES Chemin du Gotha","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"0524","Rue du Ballet","NANTES","Ballet","PUBLIQUE","NANTES Rue François Bruneau","NANTES Place du Croisic","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"4298","Square Jacques Balmat","NANTES","Balmat","PRIVEE","NANTES Rue Edmund Hillary","","TRI'SAC","unique","","mardi et vendredi","","","Nantes Erdre",""
"0529","Allée Baltard","NANTES","Baltard","PRIVEE","NANTES Rue du Champ de Tir","NANTES Route de Paris","TRI'SAC","unique","","mardi et vendredi","","","Nantes Erdre",""
"0526","Rue de la Baltique","NANTES","Baltique","PUBLIQUE","NANTES Boulevard de Sarrebruck","NANTES Rue d'Irlande","TRI'SAC","unique","","mardi et vendredi","","","Malakoff - Saint-Donatien",""
"4220","Boulevard Honoré De Balzac","NANTES","Balzac","PUBLIQUE","NANTES Rue Claude Guillon Verne","NANTES Avenue de Lusancay","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"0525","Avenue des Bambous","NANTES","Bambous","PRIVEE","NANTES Impasse de la Quenouille","NANTES Avenue des Ajoncs","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"0527","Allée de Bannalec","NANTES","Bannalec","Inconnu","NANTES Rue du Millau","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"0530","Rue Barbara","NANTES","Barbara","PRIVEE","NANTES Route de Saint Joseph","NANTES Rue du Bois Hue","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"0528","Chemin Barbier","NANTES","Barbier","PRIVEE","NANTES Rue Nicolas Appert","NANTES Boulevard Pasteur","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"0532","Rue de Barbin","NANTES","Barbin","PUBLIQUE","NANTES Quai de Versailles","NANTES Rue l'Ouche de Versailles","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"0536","Rue de la Barbinais","NANTES","Barbinais","PUBLIQUE","NANTES Rue du Roi Baco","NANTES Rue Dupleix","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"0541","Impasse de la Barboire","NANTES","Barboire","PRIVEE","NANTES Boulevard Guy Mollet","Impasse","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"0544","Rue de Barbotte","NANTES","Barbotte","PUBLIQUE","NANTES Rue Jean Poulain","NANTES Rue des Renards","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4106","Quai Henri Barbusse","NANTES","Barbusse","PUBLIQUE","NANTES Place de la Bonde","NANTES Quai de la Motte Rouge","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"5001","Venelle Lina Bo Bardi","NANTES","Bardi","PRIVEE","NANTES Rue du Perray","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"2764","Avenue Emile Bardoult","NANTES","Bardoult","PRIVEE","NANTES Rue Baptiste Marcet","","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"0546","Chemin de la Bare","NANTES","Bare","PUBLIQUE","NANTES Rue du Perray","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"0548","Rue Bariller","NANTES","Bariller","PUBLIQUE","NANTES Rue Dominique Chateigner","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"0552","Rue de la Barillerie","NANTES","Barillerie","PUBLIQUE","NANTES Place du Change","NANTES Allée Jean Bart","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"5494","Rue Maurice Barlier","NANTES","Barlier","PUBLIQUE","NANTES Rue Garibaldi","NANTES Rue des Courtils","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"0556","Rue Baron","NANTES","Baron","PUBLIQUE","NANTES Rue Fouré","NANTES Rue des Olivettes","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"2948","Rue Eugène Barrault","NANTES","Barrault","PUBLIQUE","NANTES Boulevard de la Chauvinière","NANTES Rue de la Fantaisie","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4364","Rue Jean Baptiste Barre","NANTES","Barre","PUBLIQUE","NANTES Rue Francis de Pressensé","NANTES Rue Général Le Flo","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"4560","Avenue Joseph Barreau","NANTES","Barreau","PRIVEE","NANTES Rue du Bas Landreau","NANTES Avenue Bon Accueil","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"5496","Rue Maurice Barrès","NANTES","Barrès","PUBLIQUE","NANTES Rue René Guy Cadou","NANTES Rue Alfred de Vigny","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4509","Venelle Jeanne Barret","NANTES","Barret","Inconnu","NANTES Rue Roger Frison Roche","NANTES Rue René Dumont","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"4412","Allée Jean Bart","NANTES","Bart","PUBLIQUE","NANTES Allée Flesselles","NANTES Allée Penthiévre","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"5062","Boulevard Louis Barthou","NANTES","Barthou","PUBLIQUE","NANTES Boulevard Gaston Doumergue","NANTES Rue René Viviani","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"0064","Rue Aimé Barthoulot","NANTES","Barthoulot","PUBLIQUE","NANTES Rue du Port Durand","","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"8415","Place Victor Basch","NANTES","Basch","PUBLIQUE","NANTES Rue Mirabeau","NANTES Rue Jules Bréchoir","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"0568","Avenue Bascher","NANTES","Bascher","PRIVEE","NANTES Rue Gaston Turpin","NANTES Rue Maréchal Joffre","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"0572","Rue de la Basinerie","NANTES","Basinerie","PUBLIQUE","NANTES Rue de la Souillarderie","NANTES Rue de la Bottière","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"0588","Rue Basse Casserie","NANTES","Basse","PUBLIQUE","NANTES Allée d'Orléans","NANTES Rue de la Clavurerie","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"0592","Rue de la Basse Chénaie","NANTES","Basse","PUBLIQUE","NANTES Rue de la Colinière","NANTES Route de Sainte Luce","TRI'SAC","pluriel","numeros impairs à partir du numero 35","mardi et vendredi","","","Doulon - Bottière",""
"0592","Rue de la Basse Chénaie","NANTES","Basse","PUBLIQUE","NANTES Rue de la Colinière","NANTES Route de Sainte Luce","bacs bleus et bacs jaunes","pluriel","numeros impairs jusqu'au numero 19 et tous les numeros pairs","mixte : voir précisions","mercredi","jusqu'aux numeros 19 et 14 :mardi ; numeros pairs à partir du 16 : jeudi","Doulon - Bottière",""
"0596","Rue Basse Creuse","NANTES","Basse","PUBLIQUE","NANTES Rue l'Ouche de Versailles","NANTES Rue des Quarts de Barbin","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"0607","Rue de Basse-Houche","NANTES","Basse-Houche","PRIVEE","NANTES Rue René Dumont","NANTES Rue Diane Fossey","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"5455","Impasse Maryse Bastie","NANTES","Bastie","PRIVEE","NANTES Rue de la Saulzinière","Impasse","zone_transition","unique","","lundi et jeudi","merc_sem_impaires","","Hauts Pavés - Saint Félix",""
"0616","Rue de la Bastille","NANTES","Bastille","PUBLIQUE","NANTES Place Edouard Normand","NANTES Rue Octave Feuillet","zone_transition","pluriel","à partir des numeros 45 et 62","mixte : voir précisions","merc_sem_impaires","jusqu'aux numeros 39 et 58 : mardi/vendredi ; à partir des numeros 45 et 62 : lundi/jeudi","Hauts Pavés - Saint Félix",""
"0616","Rue de la Bastille","NANTES","Bastille","PUBLIQUE","NANTES Place Edouard Normand","NANTES Rue Octave Feuillet","extension tri'sac 2013","pluriel","jusqu'aux numeros 39 et 58","mixte : voir précisions","","jusqu'aux numeros 39 et 58 : mardi/vendredi ; à partir des numeros 45 et 62 : lundi/jeudi","Hauts Pavés - Saint Félix",""
"1680","Rue Charles Bataille","NANTES","Bataille","PUBLIQUE","NANTES Boulevard de Doulon","NANTES Rue Parmentier","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"0619","Rue des Bataillons FFI","NANTES","Bataillons","PUBLIQUE","REZE Place Général Sarrail","NANTES Pont des Bataillons FFI","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"0618","Chemin des Bateliers","NANTES","Bateliers","MIXTE","NANTES Boulevard de Seattle","NANTES Chemin du Bas","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Doulon - Bottière",""
"0620","Boulevard des Batignolles","NANTES","Batignolles","PUBLIQUE","NANTES Avenue de la Gare de Saint Joseph","NANTES Route de Saint Joseph","TRI'SAC","unique","","mardi et vendredi","","","Nantes Erdre",""
"1684","Rue Charles Baudelaire","NANTES","Baudelaire","PUBLIQUE","NANTES Rue Henri Bergson","NANTES Rue René Guy Cadou","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"0628","Impasse Baudouin","NANTES","Baudouin","PUBLIQUE","NANTES Rue Cochard Polenne","Impasse","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"7968","Rue Stanislas Baudry","NANTES","Baudry","PUBLIQUE","NANTES Allée Commandant Charcot","NANTES Place Sophie Trébuchet","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"3732","Rue Gilbert Bauduz","NANTES","Bauduz","PRIVEE","NANTES Boulevard Henry Orrion","NANTES Rue de la Lombarderie","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Hauts Pavés - Saint Félix",""
"0260","Rue André Baugé","NANTES","Baugé","PUBLIQUE","NANTES Rue du Casterneau","NANTES Rue du Gois","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"3369","Avenue des Frères Bauquin","NANTES","Bauquin","PRIVEE","NANTES Rue des Six Aqueducs","NANTES Impasse de la Carrière de Villene","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"4040","Rue Harry Baur","NANTES","Baur","PUBLIQUE","NANTES Rue de la Maison Blanche","NANTES Rue Jacques Feyder","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"0634","Place du Baut","NANTES","Baut","PUBLIQUE","NANTES Avenue d'Assise","NANTES Avenue Guy de Larigaudie","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"0636","Rue Bayard","NANTES","Bayard","PUBLIQUE","NANTES Rue Linné","","extension tri'sac 2013","unique","","mardi et vendredi","","","pluriel","numeros 1-1B-1T-2-2B : Centre-Ville ; numeros 3 et 5 : Dervallières - Zola"
"0638","Avenue de Bayonne","NANTES","Bayonne","PRIVEE","NANTES Allée des Cytises","NANTES Rue de Pessac","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"7224","Avenue René Bazin","NANTES","Bazin","PRIVEE","NANTES Rue Mondésir","NANTES Passage des Oberle","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Hauts Pavés - Saint Félix",""
"0660","Rue Beau-Soleil","NANTES","Beau","PUBLIQUE","NANTES Rue de Strasbourg","NANTES Place Saint Vincent","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"0640","Avenue Beauger","NANTES","Beauger","PRIVEE","NANTES Boulevard Eugène Orieux","","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"0643","Boulevard de la Beaujoire","NANTES","Beaujoire","PUBLIQUE","NANTES Route de Paris","NANTES Rue des Pays de la Loire","TRI'SAC","pluriel","à partir du numero 49 et jusqu'au numero 36B","mardi et vendredi","","","Nantes Erdre",""
"0643","Boulevard de la Beaujoire","NANTES","Beaujoire","PUBLIQUE","NANTES Route de Paris","NANTES Rue des Pays de la Loire","bacs bleus et bacs jaunes","pluriel","jusqu'au numero 47 et à partir du numero 38","mardi","mercredi","","Nantes Erdre",""
"0648","Place Beaumanoir","NANTES","Beaumanoir","PUBLIQUE","","","extension tri'sac 2013","unique","","mardi et vendredi","","","Dervallières - Zola",""
"6193","Rue Paul Beaupère","NANTES","Beaupère","PUBLIQUE","NANTES Rue Albert Londres","NANTES Rue du Bois Briand","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Doulon - Bottière",""
